 workclass, education, race,gender, income
 State-gov, Some-college, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, Bachelors, White, Male, <=50K
 Private, 7th-8th, Black, Female, <=50K
 Private, Some-college, White, Male, <=50K
 Self-emp-not-inc, Bachelors, White, Male, >50K
 Private, Bachelors, White, Male, <=50K
 Self-emp-not-inc, 10th, White, Male, <=50K
 ?, HS-grad, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, HS-grad, White, Male, >50K
 Private, Bachelors, White, Female, <=50K
 Private, Some-college, White, Female, <=50K
 Private, Bachelors, White, Male, >50K
 Private, 11th, Black, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Local-gov, 7th-8th, White, Male, <=50K
 State-gov, Assoc-voc, White, Male, >50K
 Private, HS-grad, White, Male, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, 12th, White, Female, <=50K
 Private, HS-grad, Asian-Pac-Islander, Female, <=50K
 ?, Some-college, White, Male, <=50K
 Private, Bachelors, White, Female, <=50K
 Local-gov, Masters, White, Male, >50K
 Private, Some-college, White, Female, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, HS-grad, White, Male, >50K
 Private, HS-grad, White, Female, <=50K
 Private, Bachelors, Asian-Pac-Islander, Female, >50K
 Private, Some-college, White, Male, <=50K
 Private, Bachelors, White, Male, <=50K
 Private, 11th, White, Male, <=50K
 ?, HS-grad, White, Male, <=50K
 Local-gov, Some-college, Black, Male, >50K
 Local-gov, Some-college, White, Male, >50K
 Federal-gov, HS-grad, Black, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Self-emp-not-inc, Some-college, White, Male, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Local-gov, HS-grad, Black, Female, <=50K
 Private, Bachelors, White, Male, >50K
 Private, Some-college, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 ?, HS-grad, White, Female, <=50K
 Private, Masters, White, Male, >50K
 Self-emp-inc, Assoc-acdm, White, Male, >50K
 Private, HS-grad, White, Male, <=50K
 Federal-gov, HS-grad, White, Female, >50K
 Private, HS-grad, White, Male, >50K
 Private, Assoc-acdm, White, Male, >50K
 ?, Bachelors, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, Bachelors, White, Male, >50K
 ?, Some-college, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, Bachelors, Asian-Pac-Islander, Male, <=50K
 Local-gov, HS-grad, White, Female, <=50K
 Private, Some-college, White, Male, >50K
 Self-emp-not-inc, Masters, White, Male, <=50K
 State-gov, Bachelors, White, Female, >50K
 Private, Assoc-voc, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Self-emp-inc, Some-college, White, Male, >50K
 Private, Some-college, Asian-Pac-Islander, Male, <=50K
 ?, 12th, White, Male, <=50K
 Private, HS-grad, White, Male, >50K
 Private, Some-college, Black, Female, <=50K
 Local-gov, HS-grad, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, HS-grad, White, Male, >50K
 Private, Some-college, White, Female, <=50K
 Private, Some-college, White, Female, >50K
 Private, HS-grad, White, Female, <=50K
 Private, Bachelors, White, Male, <=50K
 State-gov, Some-college, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Local-gov, Masters, White, Female, <=50K
 ?, Doctorate, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, HS-grad, Black, Male, <=50K
 Private, Bachelors, White, Male, <=50K
 Private, 5th-6th, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 ?, Some-college, Asian-Pac-Islander, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Local-gov, HS-grad, Black, Female, >50K
 State-gov, Some-college, White, Male, <=50K
 State-gov, 11th, Asian-Pac-Islander, Female, <=50K
 Local-gov, Masters, White, Female, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, Masters, White, Female, <=50K
 Private, Assoc-voc, White, Male, <=50K
 Private, HS-grad, Asian-Pac-Islander, Female, <=50K
 Private, Some-college, White, Female, <=50K
 Federal-gov, Some-college, White, Female, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, Bachelors, White, Male, >50K
 Local-gov, Masters, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Local-gov, Some-college, White, Female, <=50K
 Private, Masters, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Self-emp-not-inc, HS-grad, White, Male, <=50K
 Private, 11th, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 State-gov, Bachelors, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, 11th, Black, Male, <=50K
 Private, Some-college, White, Male, <=50K
 ?, Some-college, White, Male, <=50K
 Private, Masters, White, Male, >50K
 Private, 10th, White, Female, <=50K
 ?, 11th, White, Male, <=50K
 Private, Some-college, Black, Male, <=50K
 Self-emp-inc, Bachelors, White, Male, >50K
 Self-emp-inc, Masters, White, Male, >50K
 Self-emp-not-inc, 5th-6th, White, Male, >50K
 Private, HS-grad, White, Male, >50K
 Private, Some-college, White, Female, <=50K
 Private, 11th, White, Male, <=50K
 ?, Bachelors, White, Male, <=50K
 ?, HS-grad, White, Female, >50K
 Private, Some-college, Black, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Bachelors, White, Male, >50K
 Self-emp-not-inc, Assoc-voc, White, Male, <=50K
 Private, 10th, Black, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, 9th, White, Male, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Bachelors, White, Female, >50K
 Private, Some-college, White, Male, <=50K
 Local-gov, HS-grad, White, Female, <=50K
 Private, Assoc-acdm, White, Male, >50K
 Self-emp-not-inc, Bachelors, White, Male, >50K
 Private, Assoc-acdm, White, Female, >50K
 Private, Bachelors, White, Male, >50K
 Self-emp-not-inc, Masters, White, Male, >50K
 Self-emp-not-inc, 7th-8th, White, Male, <=50K
 Self-emp-inc, Masters, White, Male, >50K
 Private, HS-grad, White, Male, <=50K
 Self-emp-not-inc, Masters, White, Male, <=50K
 Private, Bachelors, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Federal-gov, Some-college, White, Female, <=50K
 Private, 11th, White, Male, >50K
 Private, Some-college, White, Female, <=50K
 Private, 12th, Black, Female, <=50K
 Private, 9th, White, Male, <=50K
 Private, Bachelors, White, Male, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, Bachelors, White, Female, <=50K
 Private, Bachelors, White, Female, >50K
 Private, HS-grad, White, Male, <=50K
 Private, Assoc-voc, White, Male, <=50K
 Federal-gov, Assoc-acdm, White, Male, <=50K
 Private, Bachelors, White, Female, <=50K
 Local-gov, Bachelors, White, Female, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, HS-grad, Black, Female, >50K
 Private, HS-grad, White, Male, >50K
 Private, HS-grad, Black, Female, <=50K
 Self-emp-not-inc, Bachelors, Asian-Pac-Islander, Male, <=50K
 Local-gov, HS-grad, Black, Male, <=50K
 ?, Some-college, White, Female, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 ?, 5th-6th, White, Male, >50K
 Self-emp-not-inc, HS-grad, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, Some-college, White, Female, <=50K
 Private, Masters, White, Male, >50K
 Private, HS-grad, Black, Female, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, 10th, White, Male, <=50K
 State-gov, HS-grad, White, Female, <=50K
 ?, Some-college, White, Female, <=50K
 Private, 7th-8th, Black, Male, <=50K
 Private, 11th, White, Male, <=50K
 State-gov, Bachelors, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Local-gov, Bachelors, White, Female, >50K
 Private, Assoc-acdm, Black, Female, >50K
 Private, 7th-8th, White, Male, <=50K
 Self-emp-not-inc, Bachelors, White, Male, >50K
 Private, Bachelors, White, Female, <=50K
 Private, HS-grad, Black, Male, <=50K
 Private, Assoc-voc, White, Male, >50K
 Private, 7th-8th, White, Male, <=50K
 Private, Assoc-voc, White, Female, <=50K
 Private, HS-grad, White, Female, >50K
 State-gov, Bachelors, White, Male, >50K
 Private, Some-college, White, Female, <=50K
 Private, Some-college, White, Male, <=50K
 Federal-gov, Prof-school, White, Male, >50K
 Private, 7th-8th, White, Male, <=50K
 Private, Assoc-voc, White, Male, >50K
 Private, Assoc-acdm, White, Male, >50K
 Federal-gov, Some-college, White, Female, <=50K
 Private, Some-college, White, Male, >50K
 Self-emp-not-inc, Masters, White, Male, <=50K
 Local-gov, HS-grad, White, Female, <=50K
 Private, Some-college, White, Male, <=50K
 Federal-gov, Bachelors, Asian-Pac-Islander, Male, >50K
 Private, Bachelors, White, Female, <=50K
 State-gov, Some-college, White, Female, <=50K
 Private, Doctorate, White, Male, >50K
 Federal-gov, Some-college, White, Female, <=50K
 Self-emp-inc, HS-grad, White, Male, >50K
 Private, Assoc-voc, Black, Male, <=50K
 Self-emp-not-inc, Bachelors, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, Masters, White, Male, >50K
 Local-gov, Bachelors, Asian-Pac-Islander, Male, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Bachelors, White, Male, <=50K
 Private, Assoc-voc, White, Female, <=50K
 Private, Some-college, White, Male, <=50K
 Private, Assoc-voc, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, 12th, White, Male, <=50K
 Local-gov, HS-grad, Black, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Self-emp-not-inc, Bachelors, White, Male, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Assoc-voc, White, Male, <=50K
 Private, Some-college, White, Female, <=50K
 Private, Some-college, White, Male, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, Assoc-acdm, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, 10th, White, Female, <=50K
 Local-gov, Prof-school, White, Female, <=50K
 State-gov, Some-college, White, Female, <=50K
 ?, 11th, White, Male, <=50K
 Private, HS-grad, White, Male, >50K
 Local-gov, Bachelors, White, Female, <=50K
 Private, Doctorate, White, Male, <=50K
 Private, Bachelors, White, Female, <=50K
 Private, Masters, Asian-Pac-Islander, Male, >50K
 Local-gov, Bachelors, White, Male, >50K
 Private, Some-college, Black, Female, <=50K
 Self-emp-not-inc, HS-grad, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 ?, 11th, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, HS-grad, White, Female, <=50K
 Private, Assoc-voc, White, Male, <=50K
 Self-emp-not-inc, HS-grad, White, Male, <=50K
 Private, Bachelors, White, Female, <=50K
 Self-emp-not-inc, HS-grad, White, Male, <=50K
 Private, Some-college, White, Female, <=50K
 Self-emp-not-inc, Bachelors, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, Some-college, White, Male, <=50K
 Private, Some-college, Asian-Pac-Islander, Male, <=50K
 Private, Bachelors, White, Male, >50K
 Private, Bachelors, White, Female, >50K
 Private, Some-college, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, Bachelors, White, Male, >50K
 State-gov, HS-grad, White, Female, <=50K
 Private, 7th-8th, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, Bachelors, White, Female, >50K
 Local-gov, Assoc-acdm, Amer-Indian-Eskimo, Female, <=50K
 Private, Bachelors, White, Female, <=50K
 Private, Some-college, White, Male, <=50K
 Private, Bachelors, White, Male, <=50K
 Self-emp-inc, HS-grad, White, Male, <=50K
 State-gov, Masters, White, Male, >50K
 Self-emp-inc, Bachelors, White, Male, >50K
 Private, Some-college, White, Male, <=50K
 Local-gov, Some-college, White, Male, >50K
 Private, HS-grad, White, Male, <=50K
 ?, Some-college, Asian-Pac-Islander, Male, <=50K
 Federal-gov, Masters, White, Male, >50K
 Private, Bachelors, White, Male, >50K
 Private, Some-college, White, Male, <=50K
 ?, Bachelors, White, Male, <=50K
 Private, 11th, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Federal-gov, Some-college, Asian-Pac-Islander, Female, >50K
 Private, Assoc-voc, White, Male, <=50K
 Self-emp-not-inc, 11th, White, Male, >50K
 Private, 11th, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, Some-college, White, Female, <=50K
 Private, 11th, White, Male, <=50K
 Private, 10th, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, Masters, Asian-Pac-Islander, Male, >50K
 ?, Some-college, White, Female, <=50K
 Private, Assoc-voc, White, Male, <=50K
 Self-emp-not-inc, HS-grad, White, Male, <=50K
 Private, 11th, Black, Female, <=50K
 Private, Masters, White, Male, >50K
 Private, Bachelors, White, Male, >50K
 Self-emp-not-inc, Assoc-voc, White, Male, <=50K
 Private, 9th, White, Male, <=50K
 Self-emp-not-inc, 12th, White, Male, >50K
 Federal-gov, Some-college, Black, Male, <=50K
 Private, Assoc-acdm, White, Female, <=50K
 Private, Bachelors, White, Female, >50K
 Private, Bachelors, White, Male, >50K
 Private, Bachelors, White, Male, <=50K
 ?, Some-college, White, Female, <=50K
 Private, Assoc-acdm, White, Male, <=50K
 ?, Some-college, White, Male, <=50K
 Private, HS-grad, White, Male, >50K
 ?, 11th, White, Male, <=50K
 ?, 10th, White, Male, <=50K
 Private, Bachelors, White, Male, <=50K
 Private, Prof-school, White, Male, >50K
 Private, Some-college, White, Male, >50K
 Private, HS-grad, White, Male, <=50K
 Private, HS-grad, Black, Male, <=50K
 Private, Some-college, Black, Female, <=50K
 Private, Assoc-voc, White, Male, <=50K
 Self-emp-inc, Masters, White, Female, >50K
 Private, HS-grad, White, Male, <=50K
 Private, 9th, White, Male, <=50K
 State-gov, HS-grad, White, Male, <=50K
 Local-gov, Bachelors, White, Male, <=50K
 ?, 9th, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, Doctorate, White, Male, <=50K
 Private, HS-grad, Black, Female, <=50K
 Private, HS-grad, Black, Female, <=50K
 Private, HS-grad, White, Male, >50K
 Private, Some-college, White, Female, <=50K
 Private, Some-college, White, Male, <=50K
 ?, Some-college, White, Female, <=50K
 Private, 11th, White, Male, <=50K
 ?, HS-grad, White, Male, <=50K
 Private, 7th-8th, Amer-Indian-Eskimo, Female, <=50K
 Private, Some-college, White, Female, <=50K
 Self-emp-inc, Bachelors, White, Male, >50K
 Self-emp-not-inc, Bachelors, White, Male, >50K
 Private, Bachelors, White, Male, <=50K
 Private, 7th-8th, White, Male, <=50K
 Local-gov, Bachelors, White, Male, <=50K
 Self-emp-inc, HS-grad, White, Male, >50K
 Private, Bachelors, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Some-college, White, Female, <=50K
 Private, 12th, White, Male, <=50K
 Private, Masters, White, Female, >50K
 ?, Some-college, White, Female, <=50K
 Private, HS-grad, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 State-gov, Some-college, Black, Female, <=50K
 Private, Some-college, Amer-Indian-Eskimo, Male, <=50K
 Private, 7th-8th, White, Male, <=50K
 Private, Bachelors, White, Male, >50K
 Private, Some-college, White, Male, <=50K
 Private, Assoc-voc, White, Male, <=50K
 Private, Some-college, White, Male, >50K
 Private, 11th, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, 10th, White, Male, <=50K
 Local-gov, Some-college, White, Female, <=50K
 Private, Some-college, Asian-Pac-Islander, Male, <=50K
 Private, Some-college, White, Male, <=50K
 Private, Bachelors, White, Male, >50K
 Local-gov, Masters, White, Male, >50K
 Self-emp-not-inc, 9th, White, Male, <=50K
 Private, Some-college, White, Female, <=50K
 Private, HS-grad, White, Male, <=50K
 Self-emp-not-inc, 12th, White, Male, <=50K
 ?, Bachelors, White, Male, >50K
 Private, HS-grad, White, Female, <=50K
 Private, 11th, White, Male, <=50K
 Self-emp-not-inc, Bachelors, White, Male, <=50K
 Private, 9th, White, Male, <=50K
 Private, HS-grad, White, Male, >50K
 Self-emp-inc, Prof-school, White, Male, >50K
 ?, Some-college, White, Male, <=50K
 Private, HS-grad, White, Female, <=50K
 Self-emp-not-inc, HS-grad, White, Male, <=50K
 Private, HS-grad, White, Male, >50K
 Self-emp-not-inc, HS-grad, White, Male, >50K
 Private, Prof-school, Asian-Pac-Islander, Male, <=50K
 State-gov, Bachelors, White, Male, >50K
 Private, Bachelors, White, Male, <=50K
 Local-gov, Some-college, Black, Female, <=50K
 State-gov, Masters, White, Male, <=50K
 State-gov, HS-grad, Black, Male, <=50K
 Private, Some-college, White, Female, <=50K
 Self-emp-inc, Some-college, White, Male, <=50K
 Self-emp-not-inc, HS-grad, White, Male, <=50K
 Private, 9th, Black, Male, <=50K
 Local-gov, Some-college, White, Female, <=50K
 Private, Assoc-acdm, White, Male, <=50K
 Private, HS-grad, White, Male, <=50K
 Private, Some-college, Amer-Indian-Eskimo, Male, <=50K
 Private, 5th-6th, White, Male, <=50K
